A3794,2015/11/10,2015/12/13,633903,912,鬱妻罹癌 殘夫：多承擔些,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151110/36889665,http://search.appledaily.com.tw/charity/projdetail/proj/A3794
A3793,2015/11/09,2015/12/12,623000,917,婦打工扛家 癌夫醫費怎辦,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20151109/36888288,http://search.appledaily.com.tw/charity/projdetail/proj/A3793
A3792,2015/11/06,2015/12/09,927011,1113,弱女顧病母 怕自己倒下,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151106/36883192,http://search.appledaily.com.tw/charity/projdetail/proj/A3792
A3791,2015/11/05,2015/12/08,655439,935,癌母牽掛「怕傻女兒沒媽」,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151105/36880837,http://search.appledaily.com.tw/charity/projdetail/proj/A3791
A3790,2015/11/04,2015/12/08,1236801,1310,小六童伴癌父 憂家快沒了,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151104/36878778,http://search.appledaily.com.tw/charity/projdetail/proj/A3790
A3789,2015/11/03,2015/12/08,754710,923,妻中風又罹癌 怕拖垮家,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151103/36876930,http://search.appledaily.com.tw/charity/projdetail/proj/A3789
A3788,2015/11/02,2015/12/08,900806,1125,視障母女相依 躲家暴醫病,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151102/36875459,http://search.appledaily.com.tw/charity/projdetail/proj/A3788
A3787,2015/10/30,2015/12/06,546547,790,暴洪毀屋 單親父子無家歸,李佳玲,http://www.appledaily.com.tw/appledaily/article/headline/20151030/36869787,http://search.appledaily.com.tw/charity/projdetail/proj/A3787
A3786,2015/10/29,2015/12/01,878829,1081,單親媽罹腦瘤 為兒苦撐,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20151029/36868317,http://search.appledaily.com.tw/charity/projdetail/proj/A3786
A3785,2015/10/28,2015/12/01,680906,905,夫為稚兒抗癌 盼再扛家,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151028/36865000,http://search.appledaily.com.tw/charity/projdetail/proj/A3785
A3784,2015/10/27,2015/12/01,1125779,1126,罹癌硬上工 顧家男又癱,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151027/36863564,http://search.appledaily.com.tw/charity/projdetail/proj/A3784
A3783,2015/10/26,2015/12/01,1271865,1291,14歲女顧癱母 醫院為家,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151026/36861762,http://search.appledaily.com.tw/charity/projdetail/proj/A3783
A3782,2015/10/25,2015/12/01,704292,878,4口擠5坪房 怕癌母有萬一,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151025/36860516,http://search.appledaily.com.tw/charity/projdetail/proj/A3782
A3781,2015/10/23,2015/11/27,628529,811,癌魔纏身 男憂病妻2兒,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20151023/36855512,http://search.appledaily.com.tw/charity/projdetail/proj/A3781
A3780,2015/10/22,2015/11/23,565269,778,夫悔自殺拖累妻 拼復健,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151022/36853308,http://search.appledaily.com.tw/charity/projdetail/proj/A3780
A3779,2015/10/21,2015/11/23,736309,975,10歲兒幫擦藥 單親癌父：要堅強,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151021/36850486,http://search.appledaily.com.tw/charity/projdetail/proj/A3779
A3778,2015/10/20,2015/11/23,817991,961,4歲兒喚癱父「別再睡了」,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151020/36848747,http://search.appledaily.com.tw/charity/projdetail/proj/A3778
A3777,2015/10/19,2015/11/23,924709,1101,養5口 婦罹雙癌苦撐上工,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20151019/36847027,http://search.appledaily.com.tw/charity/projdetail/proj/A3777
A3776,2015/10/18,2015/11/23,884899,870,傾家救血癌兒 父母：寧願我受罪,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151018/36845825,http://search.appledaily.com.tw/charity/projdetail/proj/A3776
A3775,2015/10/16,2015/11/23,628683,890,癌父：我要堅強 為家打拼,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151016/36840832,http://search.appledaily.com.tw/charity/projdetail/proj/A3775
A3774,2015/10/15,2015/11/17,721255,967,運將病倒 憂3兒女無依靠,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151015/36838468,http://search.appledaily.com.tw/charity/projdetail/proj/A3774
A3773,2015/10/14,2015/11/17,770847,1002,撐家兒癌逝 留下病母殘妹,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151014/36835945,http://search.appledaily.com.tw/charity/projdetail/proj/A3773
A3772,2015/10/13,2015/11/17,792003,979,慈父猝逝 家裡太陽消失,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151013/36834189,http://search.appledaily.com.tw/charity/projdetail/proj/A3772
A3771,2015/10/12,2015/11/17,970388,1150,病嬤撿回收 養癌兒憨孫,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151012/36831540,http://search.appledaily.com.tw/charity/projdetail/proj/A3771
A3770,2015/10/09,2015/11/16,535990,800,男半癱腦損 看影片認兒,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151009/36826415,http://search.appledaily.com.tw/charity/projdetail/proj/A3770
A3768,2015/10/07,2015/11/10,1043494,1176,夫癱兒逝 嬤送報養2孫,黃苡安,http://www.appledaily.com.tw/appledaily/article/headline/20151007/36819787,http://search.appledaily.com.tw/charity/projdetail/proj/A3768
A3767,2015/10/06,2015/11/10,893114,1073,稚兒畫卡片 為癌父加油,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151006/36818167,http://search.appledaily.com.tw/charity/projdetail/proj/A3767
A3766,2015/10/05,2015/11/09,780154,953,養殘妻稚女 脊傷男拼復健,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20151005/36816111,http://search.appledaily.com.tw/charity/projdetail/proj/A3766
A3765,2015/10/04,2015/11/09,783555,935,壯漢癱如嬰兒 癌母把屎尿,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20151004/36814663,http://search.appledaily.com.tw/charity/projdetail/proj/A3765
A3764,2015/10/02,2015/11/10,693974,913,單親癌爸皮包骨 就醫難,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20151002/36810967,http://search.appledaily.com.tw/charity/projdetail/proj/A3764
A3763,2015/10/01,2015/11/10,687912,895,「首個病人是我爸」 護理生顧4口家,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20151001/36807745,http://search.appledaily.com.tw/charity/projdetail/proj/A3763
A3762,2015/09/30,2015/11/03,751440,1010,撐家孝子罹癌 厝快倒了,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20150930/36805502,http://search.appledaily.com.tw/charity/projdetail/proj/A3762
A3761,2015/09/29,2015/10/31,608196,870,夫癱女幼 婦打工養3口,黃苡安,http://www.appledaily.com.tw/appledaily/article/headline/20150929/36804044,http://search.appledaily.com.tw/charity/projdetail/proj/A3761
A3760,2015/09/28,2015/10/31,665720,774,父撞殘 為罕病兒拼復健,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20150928/36802991,http://search.appledaily.com.tw/charity/projdetail/proj/A3760
A3759,2015/09/25,2015/10/26,761731,933,單親男罹癌 病母拾荒路倒,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20150925/36797754,http://search.appledaily.com.tw/charity/projdetail/proj/A3759
A3758,2015/09/24,2015/10/26,715007,891,嬤顧癌孫「拖磨不要緊」,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20150924/36794824,http://search.appledaily.com.tw/charity/projdetail/proj/A3758
A3757,2015/09/23,2015/10/26,742116,892,病夫顧癱妻 萬元撐5口,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20150923/36792216,http://search.appledaily.com.tw/charity/projdetail/proj/A3757
A3756,2015/09/22,2015/10/22,573174,786,癌男撐病養家 憂拖累妻小,黃苡安,http://www.appledaily.com.tw/appledaily/article/headline/20150922/36790621,http://search.appledaily.com.tw/charity/projdetail/proj/A3756
A3755,2015/09/21,2015/10/26,711881,910,婦顧盲夫 與稚兒共吃便當,,http://www.appledaily.com.tw/appledaily/article/headline/20150921/36788970,http://search.appledaily.com.tw/charity/projdetail/proj/A3755
A3754,2015/09/18,2015/10/20,927892,1067,3子殘盲癌 母摔癱沒依靠,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20150918/36783848,http://search.appledaily.com.tw/charity/projdetail/proj/A3754
A3753,2015/09/17,2015/10/20,600378,841,中風兒換心 翁苦撐5口家,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20150917/36781830,http://search.appledaily.com.tw/charity/projdetail/proj/A3753
A3751,2015/09/16,2015/10/20,702108,964,單親爸突癱 嬤顧孫撐家,韓旭爾,http://www.appledaily.com.tw/appledaily/article/headline/20150916/36780214,http://search.appledaily.com.tw/charity/projdetail/proj/A3751
A3752,2015/09/15,2015/10/19,859914,1000,癌女養憨弟 很怕有萬一,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20150915/36777871,http://search.appledaily.com.tw/charity/projdetail/proj/A3752
A3750,2015/09/14,2015/10/19,680245,906,截肢男養6口 「想再站起來」,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20150914/36776394,http://search.appledaily.com.tw/charity/projdetail/proj/A3750
A3749,2015/09/11,2015/10/13,837496,1072,顧癌妻3幼子 病夫懼就醫,楊光翔,http://www.appledaily.com.tw/appledaily/article/headline/20150911/36770962,http://search.appledaily.com.tw/charity/projdetail/proj/A3749
A3748,2015/09/10,2015/10/13,632393,879,短腸兒等移植 單親媽心痛,張嘉恬,http://www.appledaily.com.tw/appledaily/article/headline/20150910/36768494,http://search.appledaily.com.tw/charity/projdetail/proj/A3748
A3746,2015/09/09,2015/10/13,749541,1014,小姊妹顧癌父「很怕他死掉」,向高彬,http://www.appledaily.com.tw/appledaily/article/headline/20150909/36766538,http://search.appledaily.com.tw/charity/projdetail/proj/A3746
